,Contracts_id,Label,New_cardsex,New_amount,New_paiduprmb,Appointcnt,A,B,C,D,E,F,G,H,I,Clascnt,Diffday,Attended,Class_fee,predictLabels
512386,512387,2,2,5.0,42800.0,0,0,0,0,0,0,0,0,0,0,372,9,339,0.0086,1
512387,512388,2,0,3.0,30800.0,1,0,0,0,0,0,0,0,88,0,264,10,249,0.0085,1
512388,512389,2,2,5.0,33065.0,0,0,0,0,0,408,0,272,136,0,816,10,798,0.0246,1
512389,512390,2,0,0.0,36800.0,1,0,0,0,0,0,0,0,0,0,94,10,91,0.0025,1
512390,512391,2,0,4.0,36000.0,6,0,0,0,0,0,0,0,0,0,396,8,354,0.011000000000000001,1
512391,512392,2,1,4.0,39800.0,0,0,0,0,0,0,0,114,0,0,114,9,112,0.0028,1
512393,512394,2,0,4.0,43600.0,0,0,0,0,0,0,0,2,0,0,2,0,2,0.0,1
512394,512395,2,2,4.0,34800.0,1,0,0,0,98,0,0,0,49,0,196,7,128,0.0056,1
512395,512396,2,2,2.0,29600.0,0,0,0,0,0,0,0,6,0,0,6,5,6,0.0002,1
512396,512397,2,0,2.0,19800.0,4,0,0,0,0,0,0,0,0,0,820,10,780,0.0414,1
512397,512398,2,2,4.0,37675.0,0,0,0,0,0,0,0,88,0,0,88,10,83,0.0023,1
512398,512399,2,2,5.0,38800.0,0,0,0,0,0,0,0,220,0,0,220,10,206,0.0056,1
512399,512400,2,2,2.0,14400.0,1,0,0,0,0,0,0,0,0,0,10,0,10,0.0006,1
512400,512401,2,0,3.0,34120.92,0,0,0,0,0,0,0,0,159,0,318,10,294,0.0093,1
512401,512402,2,2,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,44,7,36,0.0011,1
512402,512403,2,2,2.0,15600.0,0,0,0,0,0,0,0,0,0,0,9,8,5,0.0005,1
512403,512404,2,1,5.0,38800.0,1,0,0,0,0,0,0,0,0,0,115,9,103,0.0029,1
512404,512405,2,1,5.0,42800.0,0,0,0,0,186,62,0,0,0,0,434,8,350,0.0101,1
512405,512406,2,2,4.0,32800.0,0,0,0,0,0,0,0,2,0,0,2,0,2,0.0,1
512407,512408,2,2,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,256,9,188,0.0073,1
512408,512409,2,1,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,52,10,50,0.0013,1
512409,512410,2,2,2.0,25800.0,1,0,0,0,78,0,0,0,0,0,78,10,75,0.003,1
512410,512411,2,1,0.0,31800.0,1,0,0,0,152,0,0,0,0,0,152,10,148,0.0047,1
512411,512412,2,2,2.0,22800.0,1,0,0,0,0,0,0,0,0,0,33,10,31,0.0014,1
512412,512413,2,2,4.0,30350.0,2,0,0,0,0,0,0,0,136,272,408,9,300,0.0134,1
512414,512415,2,0,0.0,27800.0,0,0,0,0,0,0,0,232,0,0,232,9,212,0.0083,1
512415,512416,2,2,2.0,19800.0,2,0,462,0,0,462,0,0,0,0,924,10,768,0.0466,1
512416,512417,2,0,0.0,31800.0,1,0,0,0,404,0,0,0,0,0,404,7,352,0.0127,1
512417,512418,2,2,3.0,30800.0,0,0,0,0,0,0,0,112,0,0,112,10,96,0.0036,1
512420,512421,2,2,3.0,29800.0,0,0,0,0,0,0,0,0,0,0,6,1,5,0.0002,1
512423,512424,2,0,4.0,34800.0,0,0,0,0,0,0,0,62,0,0,62,10,57,0.0017,1
512424,512425,2,1,4.0,33800.0,0,0,0,0,0,0,0,34,0,0,34,10,31,0.001,1
512425,512426,2,2,2.0,26800.0,0,0,0,0,0,0,0,234,0,0,234,9,234,0.0087,1
512426,512427,2,2,2.0,21120.0,0,0,0,0,0,0,0,5,0,0,5,6,3,0.0002,1
512427,512428,2,2,3.0,30800.0,0,0,0,0,0,0,0,97,0,0,97,10,96,0.0031,1
512428,512429,2,1,6.0,45800.0,2,0,0,0,0,0,0,0,0,0,656,10,608,0.0143,1
512429,512430,2,1,2.0,16800.0,0,0,0,0,0,0,0,114,0,0,114,10,112,0.0067,1
512430,512431,2,2,4.0,32800.0,1,0,0,0,174,0,0,0,174,0,348,10,324,0.0106,1
512431,512432,2,1,3.0,28800.0,0,0,0,0,0,0,0,0,0,0,68,8,60,0.0023,1
512432,512433,2,2,3.0,25800.0,3,0,0,0,0,0,0,0,0,150,375,6,360,0.0145,1
512435,512436,2,2,4.0,36800.0,0,0,0,0,0,0,0,136,0,0,136,9,108,0.0036,1
512437,512438,2,0,0.0,28800.0,0,0,0,0,0,0,0,48,0,0,48,9,45,0.0016,1
512439,512440,2,0,3.0,29800.0,1,0,0,0,0,0,0,0,0,0,156,9,152,0.0052,1
512440,512441,2,2,3.0,28800.0,1,0,0,0,0,0,0,0,0,0,17,8,11,0.0005,1
512441,512442,2,2,4.0,34800.0,0,0,0,0,0,0,0,2,0,0,2,0,2,0.0,1
512442,512443,2,2,2.0,17000.0,0,0,0,0,0,0,0,0,0,0,51,2,51,0.003,1
512443,512444,2,0,1.0,12400.0,1,0,93,0,0,0,0,0,0,0,93,7,90,0.0075,1
512446,512447,2,2,0.0,33800.0,2,0,0,0,0,0,0,0,0,0,198,9,138,0.0058,1
512448,512449,2,2,5.0,42800.0,3,0,0,0,0,0,0,0,0,0,147,20,138,0.0034,1
512449,512450,2,0,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,108,9,93,0.0028,1
512450,512451,2,2,5.0,44800.0,0,0,0,0,0,0,0,94,0,0,94,9,94,0.002,1
512451,512452,2,2,1.0,8400.0,0,0,0,0,0,0,0,31,0,0,31,3,28,0.0036,1
512452,512453,2,2,4.0,39800.0,1,0,0,0,0,0,0,0,0,0,36,3,30,0.0009,1
512454,512455,2,2,5.0,37800.0,0,0,56,0,28,0,0,28,56,0,196,2,168,0.0051,1
512455,512456,2,0,1.0,8400.0,1,0,0,0,32,0,0,0,0,0,32,2,24,0.0038,1
512456,512457,2,0,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,30,3,30,0.0007,1
512457,512458,2,2,1.0,0.0,0,0,0,0,0,0,0,0,2,0,2,0,1,0.0,1
512458,512459,2,2,6.0,40800.0,1,0,0,0,0,0,0,0,148,0,222,3,180,0.0054,1
512459,512460,2,2,5.0,39800.0,0,0,0,0,0,0,0,0,25,0,100,3,96,0.0025,1
512460,512461,2,1,1.0,12000.0,0,0,0,0,0,0,0,0,10,0,10,2,10,0.0008,1
512461,512462,2,2,3.0,30800.0,1,0,0,0,0,0,0,0,13,0,39,1,39,0.0012,1
512462,512463,2,2,4.0,34000.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1
512463,512464,2,1,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,96,2,76,0.0026,1
512464,512465,2,2,5.0,37800.0,0,0,0,0,0,0,0,0,52,0,78,3,75,0.002,1
512465,512466,2,1,4.0,32800.0,1,0,0,0,0,0,0,0,0,0,36,2,31,0.001,1
512466,512467,2,2,4.0,33800.0,0,0,0,0,0,0,0,51,0,0,51,2,50,0.0015,1
512467,512468,2,2,4.0,42600.0,2,0,0,0,0,0,0,0,0,0,6,0,6,0.0001,1
512468,512469,2,0,5.0,40800.0,2,0,0,0,38,0,0,0,0,0,38,2,34,0.0009,1
512469,512470,2,2,3.0,29697.0,0,0,0,0,0,0,0,0,0,0,396,2,372,0.0133,1
512470,512471,2,2,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,24,2,20,0.0006,1
512472,512473,2,0,4.0,42800.0,1,0,0,0,2,0,0,0,0,0,2,0,2,0.0,1
512473,512474,2,2,2.0,19600.0,0,0,0,0,0,0,0,0,0,0,50,0,24,0.0025,1
512474,512475,2,2,4.0,32800.0,1,0,0,0,0,0,0,0,0,0,16,2,16,0.0004,1
512476,512477,2,1,4.0,36800.0,0,0,0,0,0,0,0,0,2,0,4,0,2,0.0001,1
512477,512478,2,2,1.0,10800.0,0,0,0,0,0,0,0,24,0,0,24,2,20,0.0022,1
512478,512479,2,2,4.0,34800.0,2,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
512479,512480,2,2,3.0,33800.0,2,0,0,0,0,0,0,0,0,0,16,1,16,0.0004,1
512480,512481,2,2,4.0,36800.0,1,0,0,0,0,0,0,0,22,0,44,2,44,0.0011,1
512481,512482,2,1,5.0,45800.0,1,0,0,0,0,0,0,0,0,0,36,1,36,0.0007,1
512482,512483,2,2,4.0,28600.0,2,0,0,0,76,0,0,0,0,0,114,4,6,0.0039,1
512483,512484,2,2,4.0,41800.0,1,0,52,0,52,104,0,0,0,0,260,2,240,0.0062,1
512484,512485,2,2,4.0,30800.0,0,0,0,0,0,0,0,0,28,0,28,2,24,0.0009,1
512485,512486,2,2,4.0,37800.0,0,0,0,0,0,0,0,5,0,0,5,1,5,0.0001,1
512486,512487,2,1,4.0,35800.0,1,0,18,0,18,0,0,0,0,0,36,1,28,0.001,1
512487,512488,2,2,7.0,45000.0,1,0,0,0,0,0,0,0,0,0,51,2,44,0.0011,1
512488,512489,2,1,6.0,45800.0,0,0,0,0,0,0,0,0,12,0,48,2,44,0.001,1
512489,512490,2,1,1.0,8800.0,1,0,0,0,0,0,0,0,14,0,42,1,42,0.0047,1
512490,512491,2,2,6.0,65600.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1
512491,512492,2,2,4.0,36800.0,1,0,0,0,0,0,0,0,38,0,76,2,68,0.002,1
512492,512493,2,2,3.0,21800.0,1,0,0,0,16,0,0,0,0,0,16,2,11,0.0007,1
512493,512494,2,1,1.0,9400.0,1,0,0,0,0,0,0,0,26,0,78,2,69,0.0082,1
512494,512495,2,2,1.0,8800.0,0,0,0,0,0,0,0,19,0,0,19,1,19,0.0021,1
512495,512496,2,2,4.0,36800.0,1,0,105,0,0,0,0,0,0,0,210,2,194,0.0057,1
512496,512497,2,2,3.0,25800.0,0,0,0,0,0,0,0,0,1,0,2,0,2,0.0,1
512497,512498,2,1,3.0,34800.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
512498,512499,2,2,1.0,8800.0,1,0,0,0,0,0,0,0,0,0,30,3,27,0.0034,1
512499,512500,2,2,0.0,28800.0,1,0,0,0,0,0,0,0,123,0,369,3,360,0.0128,1
512500,512501,2,2,5.0,44800.0,1,0,0,0,36,0,0,0,36,0,72,3,60,0.0016,1
512501,512502,2,1,4.0,35800.0,0,0,0,0,0,0,0,0,0,0,48,3,44,0.0013,1
512502,512503,2,2,1.0,8800.0,0,0,0,0,0,0,0,0,0,0,15,2,15,0.0017,1
512503,512504,2,2,5.0,32600.0,2,0,0,0,0,0,0,0,0,0,32,2,24,0.0009,1
512504,512505,2,2,1.0,0.0,0,0,0,0,0,0,0,9,0,0,9,2,9,0.0,1
512505,512506,2,2,1.0,0.0,0,0,0,0,0,0,0,6,0,0,6,2,5,0.0,1
512506,512507,2,1,1.0,10200.0,0,0,0,0,0,0,0,11,0,0,11,3,11,0.001,1
512507,512508,2,1,2.0,11900.0,0,0,0,0,0,0,0,53,53,0,106,3,98,0.0089,1
512508,512509,2,0,5.0,42800.0,1,0,0,0,1,0,0,0,0,0,2,0,2,0.0,1
512509,512510,2,1,2.0,11900.0,0,0,0,0,0,0,0,6,0,0,6,2,6,0.0005,1
512510,512511,2,2,4.0,34800.0,0,0,0,0,0,0,0,12,12,0,24,3,24,0.0006,1
512511,512512,2,1,5.0,40800.0,1,0,0,0,0,0,0,0,0,0,123,3,117,0.003,1
512512,512513,2,2,3.0,30800.0,0,0,0,0,0,0,0,0,56,0,140,2,135,0.0045,1
512513,512514,2,1,1.0,10200.0,0,0,0,0,0,0,0,11,0,0,11,2,9,0.001,1
512514,512515,2,2,1.0,8400.0,0,0,0,0,0,0,0,29,0,0,29,2,23,0.0034,1
512515,512516,2,1,3.0,28800.0,0,0,0,0,0,0,0,0,0,0,124,3,122,0.0043,1
512516,512517,2,2,6.0,44800.0,1,0,0,0,0,0,0,0,0,0,15,3,15,0.0003,1
512517,512518,2,2,0.0,26800.0,1,0,0,0,174,0,0,0,0,0,174,3,156,0.0064,1
512518,512519,2,0,0.0,26800.0,0,0,0,0,0,0,0,0,7,0,14,2,12,0.0005,1
512519,512520,2,2,3.0,25460.0,1,0,0,0,0,0,0,0,48,0,96,3,92,0.0037,1
512520,512521,2,0,3.0,31800.0,1,0,0,0,0,0,0,0,0,0,18,2,18,0.0005,1
512521,512522,2,0,4.0,34800.0,0,0,0,0,0,0,0,38,0,0,38,1,36,0.001,1
512522,512523,2,1,6.0,46800.0,0,0,0,0,0,0,0,0,47,0,47,4,43,0.001,1
512523,512524,2,0,3.0,28800.0,0,0,0,0,1,0,0,0,0,0,4,0,4,0.0001,1
512524,512525,2,0,6.0,41800.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
512525,512526,2,2,3.0,34800.0,1,0,0,0,0,0,0,0,0,0,10,0,8,0.0002,1
512526,512527,2,2,1.0,0.0,0,0,0,0,0,12,0,0,12,0,36,2,33,0.0,1
512527,512528,2,1,5.0,43800.0,2,0,0,0,0,0,0,0,0,228,228,4,204,0.0052,1
512528,512529,2,2,3.0,27800.0,1,0,3,0,0,0,0,0,0,0,9,3,9,0.0003,1
512529,512530,2,2,4.0,27800.0,1,0,0,0,0,0,0,0,0,0,2,1,1,0.0,1
512531,512532,2,2,4.0,38800.0,0,0,0,0,0,0,0,0,0,0,186,4,171,0.0047,1
512532,512533,2,2,5.0,42800.0,2,0,24,0,0,0,0,0,0,0,24,4,22,0.0005,1
512533,512534,2,0,4.0,32800.0,1,0,0,0,59,0,0,0,0,0,118,4,112,0.0035,1
512534,512535,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,44,0,88,4,78,0.0025,1
512535,512536,2,2,4.0,29600.0,1,0,0,0,0,0,0,0,0,0,3,1,1,0.0001,1
512536,512537,2,0,0.0,34800.0,0,0,0,0,0,0,0,0,216,0,324,4,324,0.0093,1
512537,512538,2,0,2.0,21800.0,1,0,0,0,0,0,0,0,0,0,152,4,148,0.0069,1
512538,512539,2,2,2.0,15600.0,0,0,0,0,0,0,0,75,75,0,150,4,148,0.0096,1
512539,512540,2,0,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,51,3,33,0.0014,1
512540,512541,2,0,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,122,4,116,0.003,1
512541,512542,2,2,4.0,38800.0,0,0,0,0,0,0,0,0,60,0,120,4,116,0.003,1
512542,512543,2,0,4.0,37800.0,0,0,0,0,0,0,0,0,44,0,88,4,74,0.0023,1
512543,512544,2,0,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,27,4,22,0.0024,1
512544,512545,2,2,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,675,11,650,0.0205,1
512545,512546,2,0,2.0,19800.0,0,0,0,0,0,0,0,0,25,0,25,5,23,0.0012,1
512546,512547,2,0,4.0,34800.0,2,0,188,0,0,0,0,0,0,0,564,10,486,0.0162,1
512547,512548,2,0,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,166,11,150,0.0042,1
512550,512551,2,1,0.0,28800.0,1,0,0,0,0,0,0,0,41,82,123,10,117,0.0042,1
512552,512553,2,2,0.0,38800.0,1,0,0,0,167,0,0,0,334,0,501,9,483,0.0129,1
512553,512554,2,2,3.0,34800.0,0,0,0,0,0,0,0,0,0,0,45,11,30,0.0012,1
512555,512556,2,2,2.0,21800.0,1,0,0,0,0,0,0,0,75,0,150,7,146,0.0068,1
512556,512557,2,0,5.0,38800.0,0,0,0,0,0,0,0,116,0,0,116,10,102,0.0029,1
512557,512558,2,2,4.0,32800.0,1,0,0,0,0,0,0,0,69,0,138,10,122,0.0042,1
512558,512559,2,2,2.0,22800.0,0,0,0,0,0,0,0,6,0,0,6,2,4,0.0002,1
512560,512561,2,2,4.0,29800.0,1,0,0,0,0,0,0,0,63,0,126,8,120,0.0042,1
512561,512562,2,2,3.0,27800.0,0,0,0,0,0,0,0,0,0,0,152,8,150,0.0054,1
512563,512564,2,0,0.0,28800.0,1,0,0,0,0,0,0,0,0,0,167,11,160,0.0057,1
512565,512566,2,2,4.0,37800.0,0,0,0,0,0,0,0,90,90,0,180,7,160,0.0047,1
512567,512568,2,2,5.0,36800.0,0,0,0,0,0,0,0,12,0,0,12,2,10,0.0003,1
512568,512569,2,1,4.0,38800.0,2,0,0,0,0,0,0,0,0,0,680,4,640,0.0175,1
512569,512570,2,0,6.0,47800.0,0,0,0,0,0,0,0,26,0,0,26,2,21,0.0005,1
512570,512571,2,1,2.0,24800.0,0,0,0,0,0,0,0,28,0,0,28,4,25,0.0011,1
512571,512572,2,2,4.0,32800.0,0,0,0,0,0,0,0,0,107,0,321,4,288,0.0097,1
512572,512573,2,2,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,50,3,50,0.0012,1
512573,512574,2,0,3.0,33800.0,0,0,0,0,0,0,0,0,29,0,116,3,112,0.0034,1
512574,512575,2,0,3.0,31800.0,1,0,0,0,0,0,0,0,0,0,20,2,20,0.0006,1
512575,512576,2,2,3.0,33800.0,0,0,0,0,0,0,0,0,24,0,72,4,72,0.0021,1
512576,512577,2,0,1.0,35800.0,0,0,0,0,0,0,0,18,0,0,36,2,36,0.001,1
512577,512578,2,2,1.0,0.0,0,0,0,0,0,0,0,25,0,0,50,2,42,0.0,1
512578,512579,2,2,1.0,15800.0,1,0,35,0,0,0,0,0,0,0,70,3,64,0.0044,1
512580,512581,2,1,2.0,23600.0,0,0,0,0,0,0,0,2,0,0,2,1,2,0.0,1
512581,512582,2,1,2.0,29800.0,0,0,0,0,0,0,0,0,0,0,46,3,44,0.0015,1
512582,512583,2,0,7.0,123800.0,1,0,0,0,0,0,0,0,180,0,180,3,162,0.0014,1
512583,512584,2,2,0.0,23800.0,0,0,0,0,0,0,0,86,43,0,129,3,126,0.0054,1
512584,512585,2,2,1.0,40000.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,1
512586,512587,2,2,4.0,37800.0,3,0,108,0,0,0,0,0,108,432,756,3,735,0.02,1
512587,512588,2,1,5.0,38800.0,0,0,0,0,32,0,0,0,32,0,64,3,56,0.0016,1
512588,512589,2,2,6.0,41409.0,1,0,0,0,0,0,0,0,0,2,2,0,0,0.0,1
512589,512590,2,2,1.0,0.0,1,0,0,0,0,0,0,0,0,0,8,2,8,0.0,1
512590,512591,2,2,3.0,0.0,0,0,0,0,0,0,0,0,0,0,78,3,57,0.0,1
512591,512592,2,0,4.0,34800.0,1,0,0,0,15,0,0,0,0,0,30,3,30,0.0008,1
512592,512593,2,0,1.0,36000.0,1,0,150,0,0,75,0,0,0,0,225,3,135,0.0062,1
512593,512594,2,2,4.0,30800.0,0,0,0,0,0,0,0,0,59,0,59,3,52,0.0019,1
512595,512596,2,1,4.0,32800.0,0,0,0,0,0,0,0,6,6,0,18,1,12,0.0005,1
512596,512597,2,2,4.0,27720.0,4,0,0,0,1656,0,0,0,0,0,1656,3,1440,0.0597,1
512597,512598,2,0,5.0,42800.0,2,0,0,0,78,78,0,0,0,0,390,3,380,0.0091,1
512598,512599,2,0,3.0,31800.0,1,0,0,0,0,0,0,0,0,0,26,2,25,0.0008,1
512599,512600,2,1,5.0,29800.0,1,0,0,0,67,0,0,0,0,0,67,3,64,0.0022,1
512600,512601,2,0,4.0,34800.0,2,0,0,0,76,0,0,0,76,0,228,3,168,0.0065,1
512602,512603,2,0,4.0,34800.0,1,0,0,0,23,0,0,0,23,0,69,3,57,0.0019,1
512603,512604,2,1,2.0,22800.0,2,0,0,0,312,0,0,0,0,156,468,3,456,0.0205,1
512604,512605,2,1,4.0,30800.0,1,0,0,0,46,0,0,0,0,0,46,1,44,0.0014,1
512605,512606,2,2,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,26,3,18,0.0007,1
512607,512608,2,1,3.0,31800.0,0,0,0,0,0,0,0,0,0,0,72,2,60,0.0022,1
512608,512609,2,1,7.0,56800.0,0,0,0,0,0,0,0,0,0,0,20,2,18,0.0003,1
512609,512610,2,1,0.0,35800.0,1,0,0,0,0,0,0,0,0,0,34,3,29,0.0009,1
512610,512611,2,0,1.0,0.0,0,0,0,0,0,0,0,0,20,0,20,3,20,0.0,1
512611,512612,2,2,1.0,8850.0,1,0,44,0,0,0,0,0,0,0,44,3,38,0.0049,1
512613,512614,2,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,20,2,19,0.0,1
512614,512615,2,2,5.0,38800.0,0,0,0,0,0,0,0,0,38,0,57,1,48,0.0014,1
512616,512617,2,2,4.0,37800.0,1,0,0,0,31,0,0,0,0,0,62,4,52,0.0016,1
512617,512618,2,2,3.0,37600.0,0,0,0,0,0,0,0,0,48,0,144,2,141,0.0038,1
512618,512619,2,1,3.0,32800.0,0,0,0,0,16,0,0,0,0,0,48,3,42,0.0014,1
512619,512620,2,2,4.0,37800.0,1,0,0,0,12,0,0,0,0,0,12,3,12,0.0003,1
512620,512621,2,2,4.0,32800.0,1,0,0,0,49,0,0,0,0,0,98,4,92,0.0029,1
512621,512622,2,0,0.0,26800.0,1,0,0,0,24,24,0,0,0,0,72,4,72,0.0026,1
512622,512623,2,0,4.0,36800.0,1,0,0,0,26,0,0,0,0,0,26,2,25,0.0007,1
512623,512624,2,2,2.0,19800.0,0,0,0,0,0,0,0,18,0,0,18,4,17,0.0009,1
512624,512625,2,0,4.0,36800.0,1,0,0,0,82,0,0,0,0,0,123,4,108,0.0033,1
512625,512626,2,2,1.0,11800.0,0,0,0,0,0,0,0,0,0,0,40,4,40,0.0033,1
512626,512627,2,1,2.0,63800.0,1,0,30,0,0,0,0,0,0,0,60,4,60,0.0009,1
512627,512628,2,2,1.0,0.0,0,0,0,0,0,0,0,70,0,0,70,3,63,0.0,1
512628,512629,2,2,4.0,32800.0,1,0,0,0,70,0,0,0,0,0,70,4,52,0.0021,1
512629,512630,2,0,7.0,52800.0,0,0,0,0,0,0,0,23,0,0,23,4,20,0.0004,1
512630,512631,2,2,4.0,34800.0,0,0,100,0,0,0,0,0,100,0,200,4,182,0.0057,1
512631,512632,2,2,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,86,4,70,0.0022,1
512633,512634,2,2,0.0,18800.0,0,0,0,0,0,0,0,72,0,0,72,4,72,0.0038,1
512634,512635,2,2,2.0,22800.0,1,0,0,0,118,0,0,0,0,0,177,4,159,0.0077,1
512635,512636,2,2,4.0,29800.0,1,0,0,0,2,0,0,0,0,0,2,1,2,0.0,1
512636,512637,2,0,2.0,17800.0,0,0,0,0,8,0,0,8,0,0,16,4,14,0.0008,1
512637,512638,2,0,3.0,34800.0,0,0,0,0,0,0,0,0,29,0,29,4,26,0.0008,1
512638,512639,2,2,3.0,26800.0,1,0,50,0,50,0,0,0,0,0,100,3,98,0.0037,1
512639,512640,2,2,1.0,0.0,0,0,0,0,78,0,0,0,0,0,130,3,130,0.0,1
512640,512641,2,2,3.0,30800.0,2,0,0,0,46,0,0,0,46,92,230,3,200,0.0074,1
512643,512644,2,2,5.0,43800.0,1,0,0,0,0,0,0,0,0,0,78,3,66,0.0017,1
512644,512645,2,2,0.0,30000.0,0,0,0,0,0,0,0,0,0,0,5,4,4,0.0001,1
512645,512646,2,0,3.0,27800.0,1,0,0,0,18,0,0,0,0,0,54,3,48,0.0019,1
512646,512647,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,31,0,124,3,120,0.0033,1
512647,512648,2,2,2.0,19800.0,0,0,0,0,0,0,0,0,0,0,128,3,120,0.0064,1
512648,512649,2,0,1.0,16800.0,1,0,4,0,0,0,0,0,0,0,8,2,8,0.0004,1
512649,512650,2,2,5.0,38240.0,0,0,0,0,0,0,0,0,16,0,16,1,16,0.0004,1
512652,512653,2,0,0.0,26800.0,0,0,0,0,0,0,0,0,128,0,256,3,236,0.0095,1
512654,512655,2,2,1.0,0.0,1,0,0,0,24,0,0,2,0,0,26,0,26,0.0,0
512656,512657,2,2,5.0,44800.0,0,0,0,0,0,0,0,0,38,0,76,3,64,0.0016,1
512657,512658,2,0,4.0,36800.0,2,0,0,0,6,0,0,0,0,0,24,1,24,0.0006,1
512658,512659,2,0,5.0,41800.0,3,0,0,0,66,0,0,0,0,0,99,3,90,0.0023,1
512659,512660,2,0,3.0,31800.0,2,0,0,0,0,0,0,0,0,0,136,2,116,0.0042,1
512660,512661,2,2,2.0,15600.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0003,1
512661,512662,2,2,4.0,29800.0,0,0,0,0,8,0,0,0,0,0,8,2,8,0.0002,1
512662,512663,2,0,4.0,39800.0,0,0,0,0,0,0,0,244,0,0,244,15,240,0.0061,1
512664,512665,2,0,5.0,36800.0,2,0,520,0,520,0,0,0,0,0,2080,12,1968,0.0565,1
512665,512666,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,95,9,90,0.0025,1
512668,512669,2,0,3.0,34800.0,1,0,0,0,0,0,0,0,0,0,87,15,82,0.0025,1
512669,512670,2,1,3.0,27588.0,0,0,0,0,0,0,0,0,0,0,936,14,924,0.0339,1
512670,512671,2,0,4.0,32800.0,1,0,0,0,30,0,0,0,0,0,30,13,30,0.0009,1
512671,512672,2,0,4.0,30200.5,1,0,60,0,0,0,0,0,0,0,60,13,51,0.0019,1
512674,512675,2,2,3.0,28800.0,0,0,0,0,0,0,0,200,0,0,200,12,190,0.0069,1
512675,512676,2,0,3.0,26720.0,1,0,51,0,0,0,0,0,102,0,153,12,144,0.0057,1
512676,512677,2,2,2.0,26800.0,0,0,0,0,0,0,0,29,0,0,58,5,58,0.0021,1
512677,512678,2,1,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,106,13,78,0.0028,1
512680,512681,2,2,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,52,14,47,0.0014,1
512681,512682,2,2,4.0,30800.0,2,0,0,0,0,0,0,0,0,0,18,1,4,0.0005,1
512684,512685,2,2,7.0,48260.0,0,0,0,0,0,0,0,7,0,0,7,11,7,0.0001,1
512685,512686,2,0,4.0,23600.0,1,0,0,0,0,0,0,0,0,0,23,5,12,0.0009,1
512686,512687,2,0,3.0,29800.0,2,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
512687,512688,2,2,5.0,42800.0,3,0,0,0,0,0,0,0,0,0,141,5,111,0.0032,1
512688,512689,2,2,4.0,37800.0,1,0,0,0,26,0,0,0,0,0,26,5,26,0.0006,1
512689,512690,2,1,5.0,37800.0,1,0,0,0,0,0,0,0,0,0,4,2,3,0.0001,1
512690,512691,2,0,0.0,37800.0,3,0,240,0,0,0,0,0,0,0,240,5,225,0.0063,1
512691,512692,2,0,6.0,41800.0,0,0,77,0,0,0,0,0,0,0,231,5,219,0.0055,1
512692,512693,2,2,3.0,25800.0,2,0,0,0,74,0,0,0,0,0,74,5,64,0.0028,1
512693,512694,2,2,4.0,38800.0,0,0,0,0,0,0,0,0,0,0,82,5,80,0.0021,1
512694,512695,2,0,4.0,34800.0,0,0,0,0,0,0,0,48,0,0,48,5,39,0.0013,1
512695,512696,2,1,6.0,44800.0,0,0,0,0,0,0,0,0,29,0,29,5,23,0.0006,1
512697,512698,2,2,5.0,42800.0,1,0,0,0,0,0,0,0,140,0,210,5,183,0.0049,1
512698,512699,2,0,4.0,39800.0,2,0,0,0,0,66,0,0,22,66,176,4,176,0.0044,1
512699,512700,2,2,4.0,36800.0,1,0,42,0,0,0,0,0,0,0,42,5,35,0.0011,1
512701,512702,2,2,3.0,29800.0,0,0,0,0,0,0,0,0,64,0,64,5,61,0.0021,1
512703,512704,2,2,1.0,10800.0,2,0,104,0,0,0,0,0,0,0,104,5,96,0.0096,1
512704,512705,2,0,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,90,5,88,0.0023,1
512705,512706,2,2,3.0,28800.0,1,0,0,0,5,0,0,0,0,0,5,2,5,0.0001,1
